10-digit PSGC,Name,Correspondence Code,Geographic Level,Old names,City Class,"Income
Classification","Urban / Rural
(based on 2020 CPH)",2015 Population,,2020 Population,
0502005003,Poblacion District I,052005003,Bgy,,,,R,774,,778,
0502005004,Poblacion District II,052005004,Bgy,,,,R,1763,,1775,
0502005005,Poblacion District III,052005005,Bgy,,,,R,873,,776,
0502005006,San Pedro,052005006,Bgy,,,,R,493,,559,
0502005007,San Vicente,052005007,Bgy,,,,R,528,,608,
0502005008,Sicmil,052005008,Bgy,,,,R,981,,1081,
0502005009,Sioron,052005009,Bgy,,,,R,764,,699,
0502006000,Pandan,052006000,Mun,,,4th,,20516,,21473,
0502006001,Bagawang,052006001,Bgy,,,,R,940,,1044,
0502006002,Balagñonan,052006002,Bgy,,,,R,1108,,1232,
0502006003,Baldoc,052006003,Bgy,,,,R,802,,784,
0502006004,Canlubi,052006004,Bgy,,,,R,502,,515,
0502006005,Santa Cruz,052006005,Bgy,Catagbacan,,,R,431,,454,
0502006006,Catamban,052006006,Bgy,,,,R,574,,632,
0502006007,Cobo,052006007,Bgy,,,,R,855,,876,
0502006009,Hiyop,052006009,Bgy,,,,R,460,,496,
0502006010,Libod ,052006010,Bgy,,,,R,1646,,1634,
0502006011,Lourdes,052006011,Bgy,,,,R,461,,487,
0502006012,Lumabao,052006012,Bgy,,,,R,672,,701,
0502006013,Marambong,052006013,Bgy,,,,R,799,,854,
0502006014,Napo ,052006014,Bgy,,,,R,1585,,1583,
0502006015,Oga,052006015,Bgy,,,,R,1031,,976,
0502006016,Pandan Del Norte ,052006016,Bgy,,,,R,993,,948,
0502006017,Pandan Del Sur ,052006017,Bgy,,,,R,923,,949,
0502006018,Panuto,052006018,Bgy,,,,R,444,,404,
0502006019,Salvacion,052006019,Bgy,Tariwara,,,R,1331,,1504,
0502006020,San Andres,052006020,Bgy,Dinungsuran,,,R,638,,670,
0502006021,San Isidro,052006021,Bgy,Langob,,,R,343,,394,
0502006022,Porot,052006022,Bgy,San Jose,,,R,853,,947,
0502006023,San Rafael,052006023,Bgy,Bogtong,,,R,271,,281,
0502006024,San Roque,052006024,Bgy,,,,R,653,,773,
0502006025,Tabugoc,052006025,Bgy,,,,R,794,,889,
0502006026,Tokio,052006026,Bgy,,,,R,730,,782,
0502006027,Wagdas,052006027,Bgy,,,,R,677,,664,
0502007000,Panganiban,052007000,Mun,Payo,,5th,,9287,,9713,
0502007001,Alinawan,052007001,Bgy,,,,R,350,,383,
0502007002,Babaguan,052007002,Bgy,,,,R,167,,149,
0502007003,Bagong Bayan,052007003,Bgy,,,,R,247,,256,
0502007005,Burabod,052007005,Bgy,,,,R,303,,366,
0502007006,Cabuyoan,052007006,Bgy,,,,R,855,,676,
0502007007,Cagdarao,052007007,Bgy,,,,R,693,,745,
0502007008,Mabini,052007008,Bgy,,,,R,549,,596,
0502007009,Maculiw,052007009,Bgy,,,,R,340,,373,
0502007010,Panay,052007010,Bgy,,,,R,318,,409,
0502007011,Taopon,052007011,Bgy,Pangcayanan,,,R,243,,254,
0502007013,Salvacion ,052007013,Bgy,,,,R,475,,463,
0502007014,San Antonio,052007014,Bgy,,,,R,337,,365,
0502007015,San Joaquin ,052007015,Bgy,,,,R,363,,402,
0502007016,San Jose ,052007016,Bgy,,,,R,228,,210,
0502007017,San Juan ,052007017,Bgy,,,,R,163,,171,
0502007018,San Miguel,052007018,Bgy,,,,R,1038,,1155,
0502007019,San Nicolas ,052007019,Bgy,,,,R,484,,438,
0502007020,San Pedro ,052007020,Bgy,,,,R,466,,455,
0502007021,San Vicente ,052007021,Bgy,,,,R,213,,244,
0502007022,Santa Ana ,052007022,Bgy,,,,R,344,,423,
0502007023,Santa Maria ,052007023,Bgy,,,,R,309,,286,
0502007024,Santo Santiago ,052007024,Bgy,,,,R,288,,281,
0502007026,Tibo,052007026,Bgy,,,,R,514,,613,
0502008000,San Andres,052008000,Mun,Calolbon,,3rd,,36779,,38480,
0502008001,Agojo,052008001,Bgy,,,,R,1258,,1260,
0502008002,Alibuag,052008002,Bgy,,,,R,607,,661,
0502008003,Asgad,052008003,Bgy,Juan M. Alberto,,,R,431,,481,
0502008004,Bagong Sirang,052008004,Bgy,,,,R,593,,676,
0502008005,Barihay,052008005,Bgy,,,,R,265,,358,
0502008006,Batong Paloway,052008006,Bgy,,,,R,1443,,1716,
0502008007,Belmonte ,052008007,Bgy,,,,R,1173,,1113,
0502008008,Bislig,052008008,Bgy,,,,R,1349,,1433,
0502008009,Bon-ot,052008009,Bgy,,,,R,520,,601,
0502008010,Cabungahan,052008010,Bgy,,,,R,547,,595,
0502008011,Cabcab,052008011,Bgy,,,,R,2912,,2855,
0502008012,Carangag,052008012,Bgy,,,,R,1240,,1386,
0502008013,Catagbacan,052008013,Bgy,,,,R,772,,852,
0502008014,Codon,052008014,Bgy,,,,R,2049,,1881,
0502008015,Comagaycay,052008015,Bgy,,,,R,1289,,1308,
0502008016,Datag,052008016,Bgy,,,,R,879,,806,
0502008017,Divino Rostro ,052008017,Bgy,,,,R,903,,988,
0502008018,Esperanza ,052008018,Bgy,,,,R,686,,680,
0502008019,Hilawan,052008019,Bgy,,,,R,474,,544,
0502008020,Lictin,052008020,Bgy,,,,R,2229,,2158,
0502008021,Lubas,052008021,Bgy,,,,R,241,,251,
0502008022,Manambrag,052008022,Bgy,,,,R,2792,,3026,
0502008023,Mayngaway,052008023,Bgy,,,,R,2415,,2556,
0502008024,Palawig,052008024,Bgy,,,,R,1303,,1298,
0502008025,Puting Baybay,052008025,Bgy,,,,R,404,,448,
0502008026,Rizal,052008026,Bgy,,,,R,824,,886,
0502008027,Salvacion ,052008027,Bgy,,,,R,330,,367,
0502008028,San Isidro,052008028,Bgy,,,,R,726,,915,
0502008029,San Jose,052008029,Bgy,,,,R,443,,492,
0502008030,San Roque ,052008030,Bgy,,,,U,178,,127,
0502008031,San Vicente,052008031,Bgy,,,,R,188,,189,
0502008032,Santa Cruz ,052008032,Bgy,,,,R,274,,291,
0502008033,Sapang Palay ,052008033,Bgy,,,,R,844,,841,
0502008034,Tibang,052008034,Bgy,,,,R,523,,655,
0502008035,Timbaan,052008035,Bgy,,,,R,1620,,1633,
0502008036,Tominawog,052008036,Bgy,,,,R,538,,571,
0502008037,Wagdas ,052008037,Bgy,,,,R,669,,667,
0502008038,Yocti,052008038,Bgy,,,,R,848,,915,
0502009000,San Miguel,052009000,Mun,,,5th,,15006,,15680,
0502009001,Balatohan,052009001,Bgy,,,,R,597,,630,
0502009002,Salvacion,052009002,Bgy,Patagan,,,R,360,,310,
0502009003,Boton,052009003,Bgy,,,,R,526,,533,
0502009004,Buhi,052009004,Bgy,,,,R,473,,436,
0502009005,Dayawa,052009005,Bgy,,,,R,241,,230,
0502009006,Atsan,052009006,Bgy,District I,,,R,445,,424,
0502009007,Poblacion District II,052009007,Bgy,,,,R,583,,544,
0502009008,Poblacion District III,052009008,Bgy,,,,R,1090,,1069,
0502009009,J. M. Alberto,052009009,Bgy,,,,R,815,,836,
0502009010,Katipunan,052009010,Bgy,,,,R,563,,557,
0502009011,Kilikilihan,052009011,Bgy,,,,R,1110,,1302,
0502009012,Mabato,052009012,Bgy,,,,R,1076,,1025,
0502009013,Obo,052009013,Bgy,,,,R,708,,835,
0502009014,Pacogon,052009014,Bgy,,,,R,382,,376,
0502009015,Pagsangahan,052009015,Bgy,,,,R,868,,957,
0502009016,Pangilao,052009016,Bgy,,,,R,274,,314,
0502009017,Paraiso,052009017,Bgy,,,,R,1033,,1111,
0502009018,Santa Elena,052009018,Bgy,Patagan,,,R,163,,160,
0502009019,Progreso,052009019,Bgy,,,,R,996,,1249,
0502009020,San Juan,052009020,Bgy,Aroyao,,,R,723,,672,
0502009021,San Marcos,052009021,Bgy,,,,R,225,,250,
0502009022,Siay,052009022,Bgy,,,,R,498,,469,
0502009023,Solong,052009023,Bgy,,,,R,717,,852,
0502009024,Tobrehon,052009024,Bgy,,,,R,540,,539,
0502010000,Viga,052010000,Mun,,,4th,,21624,,22869,
0502010001,Almojuela,052010001,Bgy,,,,R,651,,759,
0502010002,Ananong,052010002,Bgy,,,,R,409,,423,
0502010003,Asuncion ,052010003,Bgy,,,,R,556,,607,
0502010004,Batohonan,052010004,Bgy,,,,R,198,,220,
0502010005,Begonia,052010005,Bgy,,,,R,675,,692,
0502010006,Botinagan,052010006,Bgy,,,,R,273,,354,
0502010007,Buenavista,052010007,Bgy,,,,R,779,,839,
0502010008,Burgos,052010008,Bgy,,,,R,1003,,920,
0502010009,Del Pilar,052010009,Bgy,,,,R,366,,423,
0502010010,Mabini,052010010,Bgy,,,,R,396,,406,
0502010011,Magsaysay,052010011,Bgy,,,,R,612,,613,
0502010012,Ogbong,052010012,Bgy,,,,R,1042,,1030,
0502010013,Osmeña,052010013,Bgy,,,,R,422,,437,
0502010014,Pedro Vera,052010014,Bgy,Summit,,,R,1427,,1642,
0502010015,Peñafrancia ,052010015,Bgy,,,,R,354,,380,
0502010016,Quezon,052010016,Bgy,,,,R,797,,1209,
0502010017,Quirino,052010017,Bgy,Abugan,,,R,255,,274,
0502010018,Rizal,052010018,Bgy,,,,R,1329,,1446,
0502010019,Roxas,052010019,Bgy,,,,R,581,,694,
0502010020,Sagrada,052010020,Bgy,,,,R,666,,690,
0502010021,San Isidro ,052010021,Bgy,,,,R,284,,294,
0502010022,San Jose Poblacion,052010022,Bgy,,,,R,870,,827,
0502010023,San Jose Oco,052010023,Bgy,,,,R,1183,,1169,
0502010024,San Pedro ,052010024,Bgy,,,,R,571,,522,
0502010025,San Roque ,052010025,Bgy,,,,R,829,,931,
0502010026,San Vicente ,052010026,Bgy,,,,R,800,,724,
0502010027,Santa Rosa,052010027,Bgy,,,,R,634,,801,
0502010028,Soboc,052010028,Bgy,,,,R,869,,834,
0502010029,Tambongon,052010029,Bgy,,,,R,1163,,1110,
0502010030,Tinago,052010030,Bgy,,,,R,1080,,1029,
0502010031,Villa Aurora,052010031,Bgy,,,,R,550,,570,
0502011000,Virac ,052011000,Mun,,,1st,,73650,,76520,
0502011001,Antipolo Del Norte,052011001,Bgy,,,,R,695,,731,
0502011002,Antipolo Del Sur,052011002,Bgy,,,,R,535,,621,
0502011003,Balite,052011003,Bgy,,,,R,761,,939,
0502011004,Batag,052011004,Bgy,,,,R,436,,503,
0502011005,Bigaa,052011005,Bgy,,,,R,3193,,3383,
0502011006,Buenavista,052011006,Bgy,,,,R,397,,440,
0502011007,Buyo,052011007,Bgy,,,,R,1589,,1782,
0502011008,Cabihian,052011008,Bgy,,,,R,486,,512,
0502011009,Calabnigan,052011009,Bgy,,,,R,603,,770,
0502011010,Calampong,052011010,Bgy,,,,R,288,,327,
0502011011,Calatagan Proper,052011011,Bgy,,,,U,3075,,3335,
0502011012,Calatagan Tibang,052011012,Bgy,,,,R,2162,,2498,
0502011013,Capilihan,052011013,Bgy,,,,U,1463,,1529,
0502011014,Casoocan,052011014,Bgy,,,,R,471,,549,
0502011015,Cavinitan,052011015,Bgy,,,,U,4514,,3959,
0502011016,Gogon Sirangan,052011016,Bgy,,,,U,979,,808,
0502011017,Concepcion ,052011017,Bgy,,,,U,1084,,929,
0502011018,Constantino ,052011018,Bgy,,,,U,866,,811,
0502011019,Danicop,052011019,Bgy,,,,R,2074,,2241,
0502011020,Dugui San Vicente,052011020,Bgy,,,,R,726,,654,
0502011021,Dugui San Isidro,052011021,Bgy,,,,R,402,,403,
0502011023,Dugui Too,052011023,Bgy,,,,R,1346,,1474,
0502011024,F. Tacorda Village,052011024,Bgy,,,,R,363,,411,
0502011025,Francia ,052011025,Bgy,,,,U,1957,,1801,
0502011026,Gogon Centro,052011026,Bgy,,,,R,2208,,2177,
0502011027,Hawan Grande,052011027,Bgy,,,,R,887,,894,
0502011028,Hawan Ilaya,052011028,Bgy,,,,R,643,,676,
0502011029,Hicming,052011029,Bgy,,,,R,1068,,1151,
0502011030,Igang,052011030,Bgy,,,,R,738,,848,
0502011031,Juan M. Alberto,052011031,Bgy,Poniton,,,R,371,,498,
0502011032,Lanao ,052011032,Bgy,,,,R,1094,,1008,
0502011033,Magnesia Del Norte,052011033,Bgy,,,,R,779,,770,
0502011034,Magnesia Del Sur,052011034,Bgy,,,,R,757,,865,
0502011035,Marcelo Alberto ,052011035,Bgy,,,,R,863,,811,
0502011036,Marilima,052011036,Bgy,,,,R,338,,356,
0502011037,Pajo Baguio,052011037,Bgy,,,,R,519,,540,
0502011038,Pajo San Isidro,052011038,Bgy,,,,R,1208,,1205,
0502011039,Palnab Del Norte,052011039,Bgy,,,,R,1870,,1998,
0502011040,Palnab Del Sur,052011040,Bgy,,,,R,1787,,1970,
0502011041,Palta Big,052011041,Bgy,,,,R,410,,387,
0502011042,Palta Salvacion,052011042,Bgy,,,,R,1175,,1234,
0502011043,Palta Small,052011043,Bgy,,,,R,844,,948,
0502011044,Rawis ,052011044,Bgy,,,,R,2016,,2018,
0502011045,Salvacion,052011045,Bgy,,,,U,537,,495,
0502011046,San Isidro Village,052011046,Bgy,,,,U,4905,,5459,
0502011047,San Jose ,052011047,Bgy,,,,U,122,,107,
0502011048,San Juan ,052011048,Bgy,,,,U,677,,599,
0502011049,San Pablo ,052011049,Bgy,,,,R,1085,,870,
0502011050,San Pedro ,052011050,Bgy,,,,R,285,,264,
0502011051,San Roque ,052011051,Bgy,,,,U,1101,,997,
0502011052,San Vicente,052011052,Bgy,,,,R,2214,,2276,
0502011053,Ibong Sapa,052011053,Bgy,San Vicente Sur,,,R,847,,935,
0502011054,Santa Cruz,052011054,Bgy,,,,U,1185,,974,
0502011055,Santa Elena ,052011055,Bgy,,,,U,786,,713,
0502011056,Santo Cristo,052011056,Bgy,,,,R,1078,,1209,
0502011057,Santo Domingo,052011057,Bgy,,,,R,1350,,1434,
0502011058,Santo Niño,052011058,Bgy,,,,R,1428,,1459,
0502011059,Simamla,052011059,Bgy,,,,R,848,,922,
0502011061,Sogod-Simamla,052011061,Bgy,,,,R,286,,359,
0502011062,Talisoy,052011062,Bgy,,,,R,506,,572,
0502011063,Sogod-Tibgao,052011063,Bgy,,,,R,1831,,2031,
0502011064,Tubaon,052011064,Bgy,,,,R,942,,1099,
0502011065,Valencia,052011065,Bgy,,,,U,1597,,1982,
0504100000,Masbate,054100000,Prov,,,1st,,892393,,908920,
0504101000,Aroroy,054101000,Mun,,,1st,,86168,,88351,
0504101001,Ambolong,054101001,Bgy,,,,R,4224,,4632,
0504101002,Amoroy,054101002,Bgy,,,,R,782,,827,
0504101003,Amotag,054101003,Bgy,Amutag,,,R,2121,,2059,
0504101004,Bagauma,054101004,Bgy,,,,R,2636,,2841,
0504101005,Balawing,054101005,Bgy,,,,R,719,,757,
0504101006,Balete,054101006,Bgy,,,,R,1608,,1661,
0504101007,Bangon,054101007,Bgy,,,,R,2804,,2915,
0504101008,Cabangcalan,054101008,Bgy,,,,R,1203,,1220,
0504101009,Cabas-An,054101009,Bgy,,,,R,1585,,1266,
0504101010,Calanay,054101010,Bgy,,,,R,1639,,1527,
0504101011,Capsay,054101011,Bgy,,,,R,2402,,2649,
0504101012,Concepcion,054101012,Bgy,,,,R,1036,,951,
0504101013,Dayhagan,054101013,Bgy,,,,R,1665,,1703,
0504101014,Don Pablo Dela Rosa,054101014,Bgy,,,,R,1477,,1550,
0504101015,Gumahang,054101015,Bgy,,,,R,1994,,2055,
0504101016,Jaboyoan,054101016,Bgy,,,,R,2369,,2740,
0504101017,Lanang,054101017,Bgy,,,,R,933,,1009,
0504101018,Luy-a,054101018,Bgy,,,,R,2937,,3186,
0504101019,Macabug,054101019,Bgy,,,,R,1089,,1084,
0504101020,Malubi,054101020,Bgy,,,,R,1708,,1840,
0504101021,Managanaga,054101021,Bgy,,,,R,1233,,1340,
0504101022,Manamoc,054101022,Bgy,,,,R,995,,1117,
0504101023,Mariposa,054101023,Bgy,,,,R,1352,,1337,
0504101024,Mataba,054101024,Bgy,,,,R,2738,,2569,
0504101025,Matalangtalang,054101025,Bgy,,,,R,1961,,1639,
0504101026,Matongog,054101026,Bgy,Matangog,,,R,1405,,1357,
0504101027,Nabongsoran,054101027,Bgy,,,,R,1003,,2005,
0504101028,Pangle,054101028,Bgy,,,,R,1022,,979,
0504101029,Panique,054101029,Bgy,,,,U,6411,,6464,
0504101030,Pinanaan,054101030,Bgy,,,,R,1171,,939,
0504101031,Poblacion,054101031,Bgy,,,,U,4088,,4090,
0504101032,Puro,054101032,Bgy,,,,U,8131,,8282,
0504101033,San Agustin,054101033,Bgy,,,,R,1857,,1820,
0504101034,San Isidro,054101034,Bgy,,,,R,1351,,1175,
0504101035,Sawang,054101035,Bgy,,,,R,1420,,1371,
0504101036,Syndicate,054101036,Bgy,,,,R,2439,,2784,
0504101037,Talabaan,054101037,Bgy,,,,R,1505,,1555,
0504101038,Talib,054101038,Bgy,,,,R,1649,,1515,
0504101039,Tigbao,054101039,Bgy,,,,R,3081,,3131,
0504101040,Tinago,054101040,Bgy,,,,R,1720,,1736,
0504101041,Tinigban,054101041,Bgy,,,,R,2705,,2674,
0504102000,Baleno,054102000,Mun,,,4th,,26096,,28855,
0504102001,Baao,054102001,Bgy,,,,R,557,,528,
0504102002,Banase,054102002,Bgy,,,,R,369,,384,
0504102003,Batuila,054102003,Bgy,,,,R,759,,893,
0504102004,Cagara,054102004,Bgy,,,,R,1393,,1406,
0504102005,Cagpandan,054102005,Bgy,,,,R,1116,,1189,
0504102006,Cancahorao,054102006,Bgy,,,,R,1388,,1580,
0504102007,Canjunday,054102007,Bgy,,,,R,765,,836,
0504102008,Docol,054102008,Bgy,,,,R,677,,578,
0504102009,Eastern Capsay,054102009,Bgy,,,,R,702,,1056,
0504102010,Gabi,054102010,Bgy,,,,R,632,,645,
0504102011,Gangao,054102011,Bgy,,,,R,2135,,2342,
0504102012,Lagta,054102012,Bgy,,,,R,1942,,1977,
0504102013,Lahong Proper,054102013,Bgy,,,,R,1370,,1517,
0504102014,Lahong Interior,054102014,Bgy,,,,R,675,,495,
0504102015,Lipata,054102015,Bgy,,,,R,735,,806,
0504102016,Madangcalan,054102016,Bgy,,,,R,526,,686,
0504102017,Magdalena,054102017,Bgy,,,,R,1344,,1734,
0504102018,Manoboc,054102018,Bgy,,,,R,920,,1154,
0504102019,Obongon Diot,054102019,Bgy,,,,R,617,,767,
0504102020,Poblacion,054102020,Bgy,,,,R,3927,,4025,
0504102021,Polot,054102021,Bgy,,,,R,446,,498,
0504102022,Potoson,054102022,Bgy,,,,R,1192,,1545,
0504102023,Sog-Ong,054102023,Bgy,,,,R,686,,933,
0504102024,Tinapian,054102024,Bgy,,,,R,1223,,1281,
0504103000,Balud,054103000,Mun,,,4th*,,38124,,40155,
0504103001,Baybay,054103001,Bgy,Lumocab,,,R,692,,683,
0504103002,Bongcanaway,054103002,Bgy,,,,R,591,,583,
0504103003,Mabuhay,054103003,Bgy,Bongcanaway III,,,R,865,,925,
0504103004,Calumpang,054103004,Bgy,,,,R,1816,,1723,
0504103005,Cantil,054103005,Bgy,,,,R,2062,,2251,
0504103006,Casamongan,054103006,Bgy,,,,R,779,,732,
0504103007,Dao,054103007,Bgy,,,,R,2290,,2527,
0504103008,Danao,054103008,Bgy,,,,R,1419,,1326,
0504103009,Guinbanwahan,054103009,Bgy,,,,R,1819,,1974,
0504103010,Ilaya,054103010,Bgy,,,,R,1553,,1836,
0504103011,Jangan,054103011,Bgy,,,,R,873,,864,
0504103012,Jintotolo,054103012,Bgy,,,,R,1512,,1436,
0504103013,Mapili,054103013,Bgy,,,,R,146,,256,
0504103014,Mapitogo,054103014,Bgy,,,,R,423,,424,
0504103015,Pajo,054103015,Bgy,,,,R,2217,,2277,
0504103016,Palane,054103016,Bgy,,,,U,1196,,1418,
0504103017,Panguiranan,054103017,Bgy,,,,R,3324,,3485,
0504103018,Panubigan,054103018,Bgy,,,,R,948,,1057,
0504103019,Poblacion,054103019,Bgy,Balud,,,R,3174,,3264,
0504103020,Pulanduta,054103020,Bgy,,,,R,1449,,1414,
0504103021,Quinayangan Diotay,054103021,Bgy,,,,R,574,,592,
0504103022,Quinayangan Tonga,054103022,Bgy,,,,R,335,,463,
0504103023,Salvacion,054103023,Bgy,,,,R,1255,,1296,
0504103024,Sampad,054103024,Bgy,,,,R,480,,502,
0504103025,San Andres,054103025,Bgy,Quinayangan Dacu,,,R,1058,,1057,
0504103026,San Antonio,054103026,Bgy,,,,R,917,,939,
0504103027,Sapatos,054103027,Bgy,,,,R,543,,668,
0504103029,Talisay,054103029,Bgy,,,,R,719,,759,
0504103030,Tonga,054103030,Bgy,,,,R,927,,1042,
0504103031,Ubo,054103031,Bgy,,,,R,1504,,1669,
0504103032,Victory,054103032,Bgy,Victoria,,,R,387,,399,
0504103033,Villa Alvarez,054103033,Bgy,,,,R,277,,314,
0504104000,Batuan,054104000,Mun,,,5th,,15086,,14610,
0504104001,Burgos,054104001,Bgy,,,,R,1851,,1907,
0504104002,Canares,054104002,Bgy,,,,R,1265,,1371,
0504104003,Cambañez,054104003,Bgy,,,,R,474,,571,
0504104004,Costa Rica,054104004,Bgy,,,,R,1067,,852,
0504104005,Danao,054104005,Bgy,,,,R,886,,879,
0504104006,Gibraltar,054104006,Bgy,,,,R,1742,,1663,
0504104007,Mabuhay,054104007,Bgy,,,,R,343,,255,
0504104008,Matabao,054104008,Bgy,,,,R,579,,544,
0504104009,Nasandig,054104009,Bgy,,,,R,409,,450,
0504104010,Panisihan,054104010,Bgy,,,,R,1144,,971,
0504104011,Poblacion,054104011,Bgy,,,,R,2293,,2185,
0504104013,Rizal,054104013,Bgy,,,,R,1032,,876,
0504104014,Royroy,054104014,Bgy,,,,R,1258,,1080,
0504104015,Sawang,054104015,Bgy,,,,R,743,,1006,
0504105000,Cataingan,054105000,Mun,,,2nd,,50327,,50623,
0504105001,Abaca,054105001,Bgy,,,,R,610,,608,
0504105002,Aguada,054105002,Bgy,,,,R,1183,,1322,
0504105003,Badiang,054105003,Bgy,,,,R,1044,,1084,
0504105004,Bagumbayan,054105004,Bgy,,,,R,1187,,1110,
0504105005,Cadulawan,054105005,Bgy,,,,R,1320,,1187,
0504105006,Cagbatang,054105006,Bgy,,,,R,1258,,1279,
0504105007,Chimenea,054105007,Bgy,,,,R,448,,397,
0504105008,Concepcion,054105008,Bgy,,,,R,1268,,1300,
0504105010,Curvada,054105010,Bgy,,,,R,2175,,2245,
0504105011,Divisoria,054105011,Bgy,,,,R,724,,579,
0504105012,Domorog,054105012,Bgy,,,,R,1793,,1977,
0504105013,Estampar,054105013,Bgy,,,,R,1521,,1446,
0504105014,Gahit,054105014,Bgy,,,,R,1255,,1382,
0504105015,Libtong,054105015,Bgy,,,,R,497,,564,
0504105016,Liong,054105016,Bgy,,,,R,1660,,3085,
0504105017,Maanahao,054105017,Bgy,,,,R,958,,838,
0504105018,Madamba,054105018,Bgy,,,,R,1308,,1279,
0504105019,Malobago,054105019,Bgy,,,,R,827,,859,
0504105020,Matayum,054105020,Bgy,,,,R,1845,,1603,
0504105021,Matubinao,054105021,Bgy,,,,R,1059,,953,
0504105022,Mintac,054105022,Bgy,,,,R,1297,,1150,
0504105023,Nadawisan,054105023,Bgy,,,,R,1106,,975,
0504105024,Osmeña,054105024,Bgy,,,,R,884,,858,
0504105025,Pawican,054105025,Bgy,,,,R,3598,,3701,
0504105026,Pitogo,054105026,Bgy,,,,R,1062,,769,
0504105027,Poblacion,054105027,Bgy,,,,U,7745,,7209,
0504105028,Quezon,054105028,Bgy,,,,R,2004,,1921,
0504105029,San Isidro,054105029,Bgy,,,,R,616,,527,
0504105030,San Jose,054105030,Bgy,,,,R,637,,672,
0504105031,San Pedro,054105031,Bgy,,,,R,1057,,915,
0504105032,San Rafael,054105032,Bgy,,,,R,823,,986,
0504105033,Santa Teresita,054105033,Bgy,,,,R,1431,,1460,
0504105034,Santo Niño,054105034,Bgy,,,,R,1643,,1755,
0504105036,Tagboan,054105036,Bgy,,,,R,1052,,964,
0504105037,Tuybo,054105037,Bgy,,,,R,615,,781,
0504105038,Villa Pogado,054105038,Bgy,,,,R,817,,883,
0504106000,Cawayan,054106000,Mun,,,2nd,,67033,,69265,
0504106002,Begia,054106002,Bgy,,,,R,2791,,3165,
0504106003,Cabayugan,054106003,Bgy,,,,R,1098,,1039,
0504106004,Cabungahan,054106004,Bgy,,,,R,1545,,1268,
0504106005,Calapayan,054106005,Bgy,,,,R,1276,,1423,
0504106006,Calumpang,054106006,Bgy,,,,R,1213,,1017,
0504106007,Dalipe,054106007,Bgy,,,,R,1814,,1695,
0504106008,Divisoria,054106008,Bgy,,,,R,3613,,3816,
0504106009,Guiom,054106009,Bgy,,,,R,2227,,2375,
0504106010,Gilotongan,054106010,Bgy,,,,R,4111,,4337,
0504106011,Itombato,054106011,Bgy,,,,R,1122,,1158,
0504106012,Libertad,054106012,Bgy,,,,R,1251,,1118,
0504106013,Looc,054106013,Bgy,,,,R,2416,,2278,
0504106014,Mactan,054106014,Bgy,,,,R,980,,1127,
0504106015,Madbad,054106015,Bgy,,,,R,1343,,1587,
0504106016,R.M. Magbalon,054106016,Bgy,Bebinan,,,R,954,,854,
0504106017,Mahayahay,054106017,Bgy,,,,U,2552,,2949,
0504106018,Maihao,054106018,Bgy,,,,R,1450,,1637,
0504106019,Malbug,054106019,Bgy,,,,R,3508,,3178,
0504106020,Naro,054106020,Bgy,,,,R,3301,,3389,
0504106021,Pananawan,054106021,Bgy,,,,R,1668,,2036,
0504106022,Poblacion,054106022,Bgy,,,,R,3915,,4311,
0504106023,Pulot,054106023,Bgy,,,,R,902,,840,
0504106024,Recodo,054106024,Bgy,,,,R,2087,,2155,
0504106025,San Jose,054106025,Bgy,,,,R,620,,688,
0504106026,San Vicente,054106026,Bgy,,,,R,1273,,1519,
0504106027,Taberna,054106027,Bgy,,,,R,1599,,1585,
0504106028,Talisay,054106028,Bgy,,,,R,1213,,1177,
0504106029,Tuburan,054106029,Bgy,,,,R,1480,,1607,
0504106030,Villahermosa,054106030,Bgy,,,,R,984,,1217,
0504106031,Chico Island,054106031,Bgy,,,,R,2462,,2572,
0504106032,Lague-lague,054106032,Bgy,,,,R,961,,1040,
0504106033,Palobandera,054106033,Bgy,,,,R,678,,610,
0504106034,Peña Island,054106034,Bgy,,,,R,2758,,2728,
0504106035,Pin-As,054106035,Bgy,,,,R,1230,,1143,
0504106036,Iraya,054106036,Bgy,,,,R,947,,919,
0504106037,Punta Batsan,054106037,Bgy,,,,R,2457,,2443,
0504106038,Tubog,054106038,Bgy,,,,R,1234,,1265,
0504107000,Claveria,054107000,Mun,,,3rd,,43693,,42142,
0504107001,Albasan,054107001,Bgy,,,,R,1272,,1081,
0504107002,Boca Engaño,054107002,Bgy,,,,R,1976,,1908,
0504107003,Buyo,054107003,Bgy,,,,R,2007,,1938,
0504107004,Calpi,054107004,Bgy,,,,R,1342,,1184,
0504107005,Canomay,054107005,Bgy,,,,R,1153,,1128,
0504107006,Cawayan,054107006,Bgy,,,,R,1715,,1491,
0504107007,Poblacion District I,054107007,Bgy,Bgy. 1,,,R,3516,,3617,
0504107008,Poblacion District II,054107008,Bgy,Bgy. 2,,,R,4561,,4493,
0504107009,Mababang Baybay,054107009,Bgy,,,,R,1496,,1457,
0504107010,Mabiton,054107010,Bgy,,,,R,1998,,2354,
0504107011,Manapao,054107011,Bgy,,,,R,879,,673,
0504107012,Nabasagan,054107012,Bgy,,,,R,1493,,1429,
0504107013,Nonoc,054107013,Bgy,,,,R,1750,,1631,
0504107014,Osmeña,054107014,Bgy,,,,R,3358,,3200,
0504107015,Pasig,054107015,Bgy,,,,R,3725,,3222,
0504107016,Peñafrancia,054107016,Bgy,,,,R,1339,,1464,
0504107017,Quezon,054107017,Bgy,,,,R,1575,,1482,
